category,city,resources/contact,resources/descriptionandorserviceprovided,resources/nameoftheorganisation,resources/phonenumber,resources/state
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Sector 82, Mohali",Deepak Karyana Store,9888362909,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Sector 82, Mohali",Garg Departmental Store,9317886000,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Plot No. 96A, Shahi Majra, Mohali",Happy Karyana Store,9417037244,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,"Plot No. 91A, Shahi Majra, Mohali",Vishal Karyana Store,9872775454,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,Sohana,Chhabra Karyana Store,9876046438,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Mohali (SAS Nagar),https://cdn.s3waas.gov.in/s394f6d7e04a4d452035300f18b984988c/uploads/2020/03/2020033037.pdf,Sohana,Garg Karyana Store,9855445489,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Royal Medical Store,"8360640391,
9417199200",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Gopal Medical Store,9988011311,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Roop Lal Puri & Sons,"9417031754,
1862221061",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Inder Medical Store,"9815200935,
1862221035",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Verma Medical Store,"9877161107,
9815163077",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Rakesh & Co.,9649119665,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Krishna Medical Store,9888825090,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Vinay Medicos,"9888391949,
1862222658,
1862245252",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Kumar Medicos,9463988469,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Ganga Medical Store,9888407878,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Salgotra Medical Store,8360922738,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Rajesh Medical Store,9814012537,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Ram Chand & Sons,"9041169301,
9876051638",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Shiv Shakti Med-Store,7973397633,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Lifecare Medicos,9888845703,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Mahajan Med. Store,9872327544,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Radhika Medical Store,"9417066219,
1862244589",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Aniket Medical Store,"9357404285,
1862256212",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Emm Kay Medicos,"9888146586,
9464379850",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Paul Medicos,"7986388042,
9417070955,
1862251155,
1862254455",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Vijay Medical,9988661718,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Krishna Medical,9988661718,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Om Medison Center,9417234055,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Royal Medical Store,9814328259,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Preet Puran Medical Store,"9814328259,
1862224745,
8437043745",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Thappar Medical Store,9814328259,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Abhishek Medical Store,9814328259,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Pathankot,,Delivery of Medicine and medical equipment,Krishna Medical Store,9888825090,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Tim Bakers,"8437500084,
9152750054",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Krishan Chand Thara Ram,9872502301,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Dream Bakers,"9855700828,
9082800022",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Diwan Chand Jain And Sons,9815968182,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Roshan Karyana Store,6239626450,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Kapoor Agencies,9501657555,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Azad Karyana Store,9464803101,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Shyam Lal Prem Chand,9876837870,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Gobind Ram Surinder Kumar,9417320993,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Bajaj Confectionery,7009823936,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Chawla Confectionery,9417914060,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Devanshi Karyana Store,9228000040,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Kishore Chand And Sons,7355800069,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Ambay Di Hatti,6283153700,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Chopra Karyana Store,9814815846,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Home delivery of grocery,Khalsa Karyana Store,9041210419,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Faridkot,,Delivery of Medicine and medical equipment,Rajneesh Kumar Chawla,9876072951,Punjab
Hospitals and Centers,Hoshiarpur,,Contact for health checkup,Taneja Hospital,9417670077,Punjab
Hospitals and Centers,Hoshiarpur,,Contact for health checkup,Om Uppal Hospital,"9815040107,
1882226691",Punjab
Hospitals and Centers,Hoshiarpur,,Contact for health checkup,Ravjot Hospital,"9396000000,
1882228052",Punjab
Hospitals and Centers,Hoshiarpur,,Contact for health checkup,Rukmini Scan Centre,1882221011,Punjab
Hospitals and Centers,Hoshiarpur,,Contact for health checkup,Modern Hospital,1882223868,Punjab
Hospitals and Centers,Hoshiarpur,,Contact for health checkup,Sethi Hospital & Maternity Home,"9814655730
188222 5730",Punjab
Hospitals and Centers,Hoshiarpur,,Contact for health checkup,Agarwal Hospital,9814476076,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Hoshiarpur,,Delivery of medicine and medical equipment,Pharma Aid,"9815138232,
1882241542",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Hoshiarpur,,Delivery of medicine and medical equipment,Alliance Medical Agency,"9915018009,
1882329277,
9915402208",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Hoshiarpur,,Delivery of medicine and medical equipment,NIHARSH SURGICAL,9888028139,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Hoshiarpur,,Delivery of medicine and medical equipment,ALIENCE MEDICAL AGENCY,9915018009,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Gagan Medicos,8558002323,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Guru Nanak Medicos,9464986474,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Shiv Shankar,9815840255,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Verka,,Chemist,Lehri Medicos,9646320003,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Ajnala,,Chemist,Baba Deep Singh Medicos,9781106837,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Verka,,Chemist,Nanda Medicos,9814263363,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Shivaay Pharmacy,9872656290,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Neeraj Medicos A-Block Avene,9872327440,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Baba Bakala,,Chemist,Uppal Medical Store,8427771655,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Manas Medicos Store,9464021745,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Ajnala,,Chemist,Baljeet Medical Hall,8872528111,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Majitha,,Chemist,Hospital Medical Store,9855303468,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Mediking,9872975225,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Apollo Pharmacy,9780278300,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Harman Chemist,9815133882,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Amar Medical Store,9530766722,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Chheharta,,Chemist,Wadhera Medical Store,9877270091,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Baba Bakala,,Chemist,New Bajwa Medical Store,9779809985,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Singh Brother,9872844220,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Chogawan,,Chemist,New Sachdeva Medical Store,9878613201,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Chogawan,,Chemist,Montu Medical Store,9814633348,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Chogawan,,Chemist,Krishna Medical Store,9814776100,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Lopoke,,Chemist,B S Medical Store Lopoke,9872779436,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Lopoke,,Chemist,Vijay Medical Store,9872681677,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Ajnala,,Chemist,H K Pharmaceutical,9815660374,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Rajasansi,,Chemist,Sukhdev Medical Store,9872018017,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Rajasansi,,Chemist,Balbir Medical Store,9814719947,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Sachdeva Medical Store,9855788558,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Gurinder Singh Chemist,"9988014890,
1832224445",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Ajnala,,Chemist,Marwaha Medical Hall,9815834352,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Khurana Chemist,9781989272,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Verka,,Chemist,Deep Medicos,9814522031,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Ajnala,,Chemist,Sachleen Medicos,9876460675,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Rayya,,Chemist,Laxmi Medicos,9815006110,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Verka,,Chemist,Deol Medical Store,"9915142792,
9915877078",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Majitha,,Chemist,Inder Medicos Chemist & Druggist,"9781380001,
9914272031",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Destination Medicos,8146553929,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Waheguru Medical Store,9888079171,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Mahajan Medicos,9814958214,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Sahil Medicar,9876121051,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Cure Medical Hall,9646498713,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Ajnala,,Chemist,Gill Medical Store,9781733700,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Kirpal Medicos,7696869636,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,KCheap Medical Store,9888657540,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,G S Medicine,9417627695,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,GRD Medical Store,9872978866,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Baba Deep Singh Medicos,8427777795,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Sidhu Pharmacy,8872327855,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,New Amrit Medicos,842702251,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Anand Medicos,9464226833,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Verka,,Chemist,Pawan Medicare,9464296259,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,JJD Mediaid,9888170678,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Balaji Medcos,9888873009,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Baba Bakala,,Chemist,Chaudhry Medical Store,9876045334,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,KS Company,"9517366000
9915621313",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Parteek Medical Store,9815988360,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,G.M. Medicos Khuh Bombay Wala,7307035879,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,D.M.C Medical Store,7837958001,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Sohal Medical Store,8872665433,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Lifekare Medicare I/S Lifekare Hospital,8146133388,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Shri Ram Medical Store,9815132305,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Bhandari Medicos,7009158221,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Guru Arjan Dev Medical Store,9646397750,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Jhand Medicos,9646759272,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Shiv Shakti Medical Store,9876929153,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Chheharta,,Chemist,Goldy Medicos,8427674477,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Baba Deep Singh Medical Store,8528000402,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Baba Deep Singh Medical Store,9814851786,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Sehgal Medicos,9417277244,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Preet Medicare Centre,9872646899,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Deep Medicare G.T. Road,9417277272,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,J.P. Pharma,9876009649,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Sachdeva Medicare,7307444846,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",New Amritsar,,Chemist,Shri Guru Ram Dass Medical Store,9814524158,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Pritika Pharma,9417932509,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Mahajan Medical Store,9646142593,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Nayyar Medicos,"9855021641,
7009293401",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Chand Medicos,9888588704,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Chemist,Shri Ram Medical Store,9815132305,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Sandeep Arora (Mintu) S/O Amarnath Arora,8657100005,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Chheharta,,Vegetables and Fruits Vendor,Gurpreet Singh,9988679691,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Sanjeev Singh,9914153152,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Gurbhajan Singh,9877482053,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Tarsem Lal S/O Tarlok Singh,"9356135701,
9888334016",Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Ashwani Arora S/O Jeet Lal,9463650303,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Mukesh Kumar S/O Mahadev,9417857101,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Jagdish Kumar,9876988585,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Chheharta,,Vegetables and Fruits Vendor,Ranjit Singh,9465040472,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Parveen Kumra,9888174298,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Mangal Daas,7717466535,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Gaurav Mahajan R/O Putlighar Chowk.,9915590625,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Vijay R/O Putlighar Chowk.,8198817900,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Titu R/O Putlighar Chowk.,7527988058,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Arjan,9501056659,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Karan,9876727671,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Aman Kumar,8847437457,Punjab
"Delivery [Vegetables, Fruits, Groceries, Medicines, etc.]",Amritsar,,Vegetables and Fruits Vendor,Balwinder Kumar,9988383277,Punjab
